Name_name,Name_Phone,Name_username_name,Name_username_selection1
Mean Sandwich,(206) 789-9999,J B.,"Are you in the mood for a really exceptional sandwich experience? Then I highly recommend Mean Sandwich and do get The Mean and an order of fries. The burger is really good. I'm looking forward to trying the other items on the menu and I'm thinking they'll be pretty good. Staff is very friendly (parking can be a bit tough, but there is street parking)."
Mean Sandwich,(206) 789-9999,David B.,
Mean Sandwich,(206) 789-9999,Dominique S.,
Mean Sandwich,(206) 789-9999,Doris W.,
Mean Sandwich,(206) 789-9999,Nelson L.,
Mean Sandwich,(206) 789-9999,Tom R.,"Just had the Dam burger at Mean Sandwich and it is amazing. I hadn't been here in about 18 months but heard it got a new owner so I wanted to try it again -- I'll definitely be back soon!
Dan, the owner, was also super friendly and helpful.
Go here soon!"
Mean Sandwich,(206) 789-9999,Demitri R.,
Mean Sandwich,(206) 789-9999,Joshua J.,Delicious sandwiches and a genuinely friendly wholesome owner!i sent my brother in to grab a couple things and got to hear my brothers experience! Definitely will be back to try the entire menu!
Mean Sandwich,(206) 789-9999,Hugo C.,
Mean Sandwich,(206) 789-9999,Jason P.,
Mean Sandwich,(206) 789-9999,Melissa C.,
Mean Sandwich,(206) 789-9999,Greg B.,"Burger is incredible! What a great place, sipe friendly, quick service, clean and comfortable. Highly recommend that your next sandwich is from Mean Sandwich!"
Mean Sandwich,(206) 789-9999,Meg R.,"Every time I come here the OWNER says ""hey thanks for coming in"". Best place I have ever been to. Hands down good people work here, good people own here. JUST GOOD FOOD AND GOOD PEOPLE."
Mean Sandwich,(206) 789-9999,Nicholas E.,"I've had every sandwich on the menu and they're all delicious. The falafel sandwich (midnight at the oasis) is especially excellent, but there's not a weak spot on the menu. Skins & ins are delicious too (they're meant to be crispy on the outside and aren't 'over cooked' as some reviewers claim). Mean Sandwich is a total gem."
Mean Sandwich,(206) 789-9999,Grace L.,
Mean Sandwich,(206) 789-9999,Mike M.,Sign on door says open but it's locked and no one to be found anywhere... Not a good business practice
Mean Sandwich,(206) 789-9999,George R.,"Went in for the first time...ordered the ""mean sandwich"" one word:
""BUNK"" pricey too $15 would've enjoyed a $12 from in bien way more....if you seen the movie spinal tap you'll know what I mean when I say ""shit sandwich"""
Mean Sandwich,(206) 789-9999,Michael P.,
Mean Sandwich,(206) 789-9999,Michael G.,So tasty! Finally got a chance to try Mean Sandwich out and it did not disappoint! We tried the burger and the corned beef with the loaded spuds. Recommend all of it
Mean Sandwich,(206) 789-9999,Terry G.,
Mean Sandwich,(206) 789-9999,Julia S.,"Mixed emotions about this place. Came in on Saturday with my daughter. The music was rather loud but figured that's their shtick. What I didn't appreciate was the constant F-bombs being dropped in the rap song and the absolute lack of of acknowledgement that a young person was hearing it all.
With regards to food, I ordered the loaded potatoes, the seasonal bean and corn salad, and a kid's grilled cheese. The potatoes where pretty delicious - crispy potato skins with buffalo sauce, creamy cheese sauce and green onions. The corn and black bean salad was good but would have been improved with the addition of a little avocado. The kids grilled cheese was funky. Not sure what cheese they use but for kiddos best bet is to stick with American or cheddar."
Mean Sandwich,(206) 789-9999,Niels H.,"After moving to Ballard I got to try Mean sandwich for the first time and I can say it is the best sandwich shop I've ever had the privilege of eating at. The food itself is superb. But the real tho g that makes Mean sandwich stand out is the people. It was the best service I've ever had. Exceptional!
-Niels"
Mean Sandwich,(206) 789-9999,M W.,"I've driven by this place a bunch of times and finally decided to pop in and try it. It's definitely pricey, but the sandwiches sounded interesting. Got the mean sandwich and an order of loaded potato skins.
First off, velveeta in the potato skins. Gross. And they're rock hard.
The Mean Sandwich (presumably the signature item) is mean, but in the sense of being a sick joke to play on someone. That thing is a mess. Why?
- The ""meat"" is almost 100% fat.
- it's slathered in nasty yellow mustard
- the slaw is very soggy
- the mint is terrible with that disgusting mustard.
The bun wasn't bad but it was a bit much. I actually gagged on the last bite of the sandwich, which I never do. Just... gross. Avoid."
Due’ Cucina Italiana,(206) 397-4375,,
